                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.80576,                0.94492,                 1.2647,                0.83688,                0.79066,                0.85748,                0.54999,                 1.2636,                 0.8187,                 1.6432,               0.004951,               0.004951,               0.004951
                    156,                0.80861,                0.94468,                 1.2637,                0.83413,                0.79147,                0.85817,                0.55022,                 1.2643,                0.81972,                 1.6436,               0.004918,               0.004918,               0.004918
                    157,                0.80527,                0.94614,                 1.2653,                0.83426,                0.79044,                0.85858,                0.55012,                 1.2657,                0.82053,                 1.6444,               0.004885,               0.004885,               0.004885
                    158,                0.80072,                0.95247,                 1.2588,                0.83551,                0.79154,                0.85846,                0.55038,                 1.2668,                0.82168,                 1.6446,               0.004852,               0.004852,               0.004852
                    159,                0.61035,                0.71977,                 1.1365,                0.83592,                0.79198,                0.85834,                0.55087,                 1.2671,                0.82305,                 1.6458,               0.004819,               0.004819,               0.004819
                    160,                0.66174,                0.77882,                 1.1676,                0.83619,                0.79124,                0.85798,                0.55022,                 1.2684,                0.82604,                 1.6481,               0.004786,               0.004786,               0.004786
                    161,                  0.688,                0.79264,                 1.1809,                0.84237,                0.78273,                 0.8572,                0.54951,                 1.2694,                0.82891,                  1.651,               0.004753,               0.004753,               0.004753
                    162,                0.69185,                0.80476,                 1.1882,                0.83625,                0.79021,                0.85658,                0.55014,                 1.2696,                 0.8309,                 1.6522,                0.00472,                0.00472,                0.00472
                    163,                0.70908,                0.82355,                 1.2006,                0.84573,                0.77846,                0.85664,                0.54972,                 1.2707,                0.83182,                 1.6546,               0.004687,               0.004687,               0.004687
                    164,                0.71111,                0.82343,                 1.1965,                0.84488,                0.77726,                0.85567,                0.54956,                 1.2717,                0.83293,                 1.6562,               0.004654,               0.004654,               0.004654
                    165,                0.71693,                0.82598,                 1.2022,                0.84578,                0.77868,                0.85599,                0.54982,                 1.2728,                0.83393,                 1.6582,               0.004621,               0.004621,               0.004621
                    166,                0.72345,                0.84594,                  1.208,                0.84567,                0.77783,                0.85523,                0.54928,                 1.2741,                0.83712,                 1.6597,               0.004588,               0.004588,               0.004588
                    167,                 0.7259,                0.84782,                 1.2085,                 0.8421,                0.78092,                 0.8554,                0.54886,                 1.2746,                0.83798,                 1.6608,               0.004555,               0.004555,               0.004555
                    168,                0.73443,                0.85131,                 1.2147,                0.83197,                0.78956,                 0.8549,                0.54863,                  1.275,                0.84005,                 1.6613,               0.004522,               0.004522,               0.004522
                    169,                0.73629,                0.85266,                 1.2159,                0.83442,                0.78764,                 0.8548,                 0.5492,                 1.2749,                0.83914,                 1.6624,               0.004489,               0.004489,               0.004489
                    170,                 0.7385,                0.86086,                 1.2203,                 0.8311,                0.78701,                0.85425,                0.54843,                 1.2755,                0.83933,                 1.6636,               0.004456,               0.004456,               0.004456
                    171,                0.74434,                0.86734,                 1.2242,                0.83253,                0.78572,                0.85384,                0.54848,                  1.275,                0.84089,                 1.6637,               0.004423,               0.004423,               0.004423
                    172,                0.74847,                0.86822,                 1.2234,                0.83253,                0.78565,                0.85379,                 0.5476,                 1.2755,                0.84165,                  1.664,                0.00439,                0.00439,                0.00439
                    173,                0.75635,                0.87653,                 1.2287,                0.83474,                0.78446,                0.85355,                0.54715,                 1.2767,                0.84301,                 1.6658,               0.004357,               0.004357,               0.004357
                    174,                0.75472,                0.87894,                 1.2297,                0.83746,                0.78316,                0.85277,                0.54667,                 1.2761,                0.84245,                 1.6644,               0.004324,               0.004324,               0.004324
                    175,                0.75262,                0.88628,                 1.2271,                0.83973,                0.78187,                0.85293,                0.54634,                 1.2768,                0.84286,                 1.6644,               0.004291,               0.004291,               0.004291
                    176,                0.76093,                0.89448,                 1.2347,                0.83544,                0.78562,                0.85321,                0.54728,                 1.2775,                0.84495,                 1.6644,               0.004258,               0.004258,               0.004258
                    177,                 0.7577,                0.88619,                 1.2321,                0.83204,                0.78407,                0.85318,                0.54675,                 1.2771,                0.84543,                 1.6642,               0.004225,               0.004225,               0.004225
                    178,                0.76745,                0.88828,                 1.2347,                0.83341,                0.78372,                0.85388,                0.54748,                 1.2779,                0.84414,                  1.665,               0.004192,               0.004192,               0.004192
                    179,                0.76625,                0.89676,                 1.2346,                0.83115,                0.78692,                0.85289,                0.54637,                 1.2781,                0.84503,                 1.6649,               0.004159,               0.004159,               0.004159
                    180,                0.76553,                0.89711,                  1.236,                0.83461,                0.78738,                 0.8534,                0.54644,                 1.2789,                0.84754,                 1.6652,               0.004126,               0.004126,               0.004126
                    181,                0.76639,                0.88928,                  1.235,                0.83479,                0.78675,                0.85363,                0.54678,                   1.28,                0.84893,                 1.6668,               0.004093,               0.004093,               0.004093
                    182,                0.76393,                0.89784,                 1.2408,                0.83683,                0.78252,                0.85338,                0.54692,                 1.2811,                0.85102,                 1.6673,                0.00406,                0.00406,                0.00406
                    183,                0.76518,                 0.8893,                 1.2354,                0.83386,                 0.7838,                0.85294,                0.54671,                 1.2809,                0.85119,                 1.6668,               0.004027,               0.004027,               0.004027
                    184,                0.76229,                0.88125,                 1.2315,                 0.8313,                0.78128,                0.85278,                0.54687,                 1.2812,                0.85215,                 1.6665,               0.003994,               0.003994,               0.003994
                    185,                0.76289,                0.88503,                 1.2361,                0.82697,                0.78826,                 0.8521,                0.54675,                 1.2807,                0.85301,                 1.6652,               0.003961,               0.003961,               0.003961
                    186,                0.76441,                 0.8858,                 1.2366,                 0.8243,                0.79389,                0.85244,                0.54719,                 1.2815,                0.85322,                 1.6657,               0.003928,               0.003928,               0.003928
                    187,                0.76425,                0.88357,                 1.2328,                0.82287,                0.79273,                0.85316,                0.54699,                 1.2805,                0.85365,                 1.6645,               0.003895,               0.003895,               0.003895
                    188,                0.76522,                0.88821,                 1.2352,                0.82343,                0.79293,                0.85227,                0.54717,                  1.279,                 0.8543,                  1.663,               0.003862,               0.003862,               0.003862
                    189,                0.56274,                0.65926,                 1.1071,                0.82369,                0.79208,                0.85302,                0.54703,                 1.2821,                0.85817,                 1.6673,               0.003829,               0.003829,               0.003829
                    190,                0.61563,                0.71178,                 1.1345,                 0.8253,                0.78881,                0.85152,                0.54633,                 1.2799,                 0.8591,                 1.6669,               0.003796,               0.003796,               0.003796
                    191,                 0.6325,                0.71991,                 1.1437,                0.82764,                0.78265,                0.85328,                0.54722,                  1.281,                0.86128,                 1.6697,               0.003763,               0.003763,               0.003763
                    192,                0.63939,                 0.7379,                 1.1516,                0.82895,                0.77888,                0.85223,                0.54625,                 1.2812,                 0.8631,                 1.6712,                0.00373,                0.00373,                0.00373
                    193,                0.65415,                  0.752,                 1.1618,                0.83079,                0.77806,                0.85222,                0.54544,                 1.2813,                0.86493,                 1.6724,               0.003697,               0.003697,               0.003697
                    194,                0.65921,                0.75192,                 1.1608,                0.83176,                0.77742,                0.85183,                0.54535,                 1.2818,                0.86773,                 1.6739,               0.003664,               0.003664,               0.003664
                    195,                0.66301,                0.75571,                 1.1639,                0.83232,                0.77574,                0.85265,                0.54571,                 1.2819,                 0.8684,                 1.6752,               0.003631,               0.003631,               0.003631
                    196,                0.66743,                0.77083,                 1.1691,                0.83188,                0.77756,                0.85239,                 0.5456,                 1.2823,                0.87029,                 1.6765,               0.003598,               0.003598,               0.003598
                    197,                0.67268,                0.77581,                  1.171,                0.83077,                0.77679,                0.85171,                0.54541,                 1.2822,                0.87266,                 1.6772,               0.003565,               0.003565,               0.003565
                    198,                 0.6798,                0.77646,                 1.1781,                0.83487,                0.77142,                0.85216,                0.54543,                 1.2832,                0.87394,                 1.6788,               0.003532,               0.003532,               0.003532
                    199,                0.68262,                 0.7793,                 1.1776,                0.83433,                0.76786,                0.85082,                0.54455,                 1.2838,                0.87619,                 1.6798,               0.003499,               0.003499,               0.003499
                    200,                0.68301,                0.78436,                 1.1807,                0.83043,                0.77488,                0.85021,                0.54384,                 1.2843,                0.87808,                 1.6807,               0.003466,               0.003466,               0.003466
                    201,                0.69156,                0.79544,                 1.1838,                0.83367,                0.77108,                0.85044,                0.54366,                 1.2849,                0.87885,                 1.6811,               0.003433,               0.003433,               0.003433
                    202,                0.69512,                0.80164,                 1.1855,                0.83161,                0.77325,                0.84928,                0.54215,                 1.2858,                0.88092,                 1.6828,                 0.0034,                 0.0034,                 0.0034
                    203,                 0.7016,                0.80147,                 1.1883,                 0.8318,                0.77637,                0.84912,                0.54258,                 1.2868,                0.88337,                 1.6839,               0.003367,               0.003367,               0.003367
                    204,                0.69938,                0.80736,                 1.1904,                0.83259,                0.77591,                0.84825,                 0.5417,                 1.2879,                0.88585,                 1.6859,               0.003334,               0.003334,               0.003334
                    205,                0.52638,                0.61885,                 1.0848,                 0.8319,                0.77556,                0.84774,                0.54169,                 1.2874,                0.88837,                 1.6864,               0.003301,               0.003301,               0.003301
                    206,                0.57732,                0.66088,                 1.1087,                0.83001,                0.77569,                0.84657,                0.54061,                 1.2886,                0.89274,                 1.6896,               0.003268,               0.003268,               0.003268
                    207,                0.59703,                0.67787,                 1.1206,                0.83058,                0.77358,                0.84592,                 0.5415,                  1.289,                0.89702,                 1.6917,               0.003235,               0.003235,               0.003235
                    208,                0.60667,                0.69322,                 1.1285,                 0.8278,                0.77359,                0.84517,                0.54094,                 1.2894,                0.89898,                 1.6938,               0.003202,               0.003202,               0.003202
                    209,                0.62279,                 0.7072,                 1.1405,                0.83046,                0.77343,                 0.8464,                 0.5408,                 1.2892,                0.90116,                 1.6949,               0.003169,               0.003169,               0.003169
                    210,                0.62773,                 0.7102,                 1.1412,                0.83372,                0.77159,                0.84615,                0.54002,                 1.2899,                0.90388,                 1.6975,               0.003136,               0.003136,               0.003136
                    211,                0.63364,                 0.7163,                  1.146,                0.83212,                0.76753,                 0.8441,                0.53862,                 1.2904,                0.90563,                 1.6988,               0.003103,               0.003103,               0.003103
                    212,                0.64238,                0.73328,                 1.1529,                0.83071,                0.76705,                0.84393,                0.53826,                 1.2917,                0.90703,                 1.7009,                0.00307,                0.00307,                0.00307
                    213,                0.64433,                0.74012,                 1.1529,                0.82913,                0.76769,                0.84448,                0.53811,                 1.2922,                0.90939,                  1.702,               0.003037,               0.003037,               0.003037
                    214,                0.65403,                0.74329,                 1.1604,                0.82759,                0.76592,                0.84297,                0.53785,                 1.2926,                0.91141,                 1.7031,               0.003004,               0.003004,               0.003004
                    215,                0.65595,                 0.7458,                 1.1597,                  0.828,                0.76416,                0.84274,                0.53753,                 1.2936,                0.91247,                 1.7051,               0.002971,               0.002971,               0.002971
                    216,                  0.659,                0.75331,                 1.1652,                 0.8297,                0.76431,                0.84218,                0.53755,                 1.2947,                0.91487,                 1.7068,               0.002938,               0.002938,               0.002938
                    217,                0.66921,                0.76521,                 1.1701,                0.82684,                0.76591,                0.84184,                0.53699,                  1.295,                0.91778,                  1.707,               0.002905,               0.002905,               0.002905
                    218,                0.67462,                0.76923,                  1.172,                0.82723,                0.76463,                 0.8421,                0.53738,                 1.2954,                0.92088,                 1.7079,               0.002872,               0.002872,               0.002872
                    219,                0.68227,                0.77461,                 1.1763,                0.83185,                 0.7625,                0.84229,                 0.5372,                 1.2958,                0.92341,                 1.7088,               0.002839,               0.002839,               0.002839
                    220,                0.67631,                0.77531,                 1.1735,                0.82726,                0.76348,                0.84235,                0.53679,                 1.2955,                0.92426,                 1.7088,               0.002806,               0.002806,               0.002806
                    221,                0.68328,                0.78297,                 1.1792,                0.82736,                  0.764,                0.84201,                0.53624,                 1.2967,                0.92642,                 1.7099,               0.002773,               0.002773,               0.002773
                    222,                0.68895,                0.79628,                 1.1861,                0.82824,                0.76441,                0.84146,                0.53631,                 1.2993,                0.93003,                 1.7128,                0.00274,                0.00274,                0.00274
                    223,                0.68676,                0.78798,                  1.183,                0.82838,                0.76446,                0.84143,                 0.5366,                 1.3002,                0.93296,                 1.7137,               0.002707,               0.002707,               0.002707
                    224,                0.69756,                  0.788,                 1.1855,                0.82732,                0.76378,                 0.8411,                0.53621,                 1.3011,                0.93632,                 1.7148,               0.002674,               0.002674,               0.002674
                    225,                0.69773,                0.79561,                 1.1853,                0.83029,                0.76418,                  0.842,                0.53677,                 1.3019,                0.93924,                 1.7159,               0.002641,               0.002641,               0.002641
                    226,                0.69714,                0.80146,                 1.1853,                0.82632,                0.76719,                0.84157,                0.53619,                  1.303,                0.94093,                 1.7169,               0.002608,               0.002608,               0.002608
                    227,                  0.693,                0.79584,                 1.1846,                0.82414,                0.76716,                0.84161,                0.53616,                 1.3038,                0.94236,                 1.7176,               0.002575,               0.002575,               0.002575
                    228,                0.49112,                0.57372,                 1.0631,                0.82663,                0.76423,                0.84135,                 0.5357,                 1.3042,                0.94721,                 1.7196,               0.002542,               0.002542,               0.002542
                    229,                0.53607,                0.60868,                 1.0841,                0.82838,                0.76192,                0.84004,                0.53618,                 1.3047,                0.95132,                 1.7215,               0.002509,               0.002509,               0.002509
                    230,                0.55555,                0.62296,                 1.0942,                0.82858,                 0.7584,                0.83944,                 0.5354,                 1.3048,                0.95467,                 1.7235,               0.002476,               0.002476,               0.002476
                    231,                0.56211,                0.63732,                 1.1008,                0.82636,                0.75704,                0.83849,                0.53513,                  1.305,                0.95725,                 1.7254,               0.002443,               0.002443,               0.002443
                    232,                0.57803,                0.65068,                 1.1118,                0.82573,                0.75703,                0.83849,                0.53385,                 1.3045,                0.96032,                 1.7265,                0.00241,                0.00241,                0.00241
                    233,                0.58302,                0.65553,                 1.1128,                0.82466,                0.75699,                0.83741,                 0.5331,                  1.305,                0.96543,                  1.728,               0.002377,               0.002377,               0.002377
                    234,                0.59021,                0.66039,                 1.1169,                0.82557,                0.75413,                0.83513,                0.53315,                 1.3053,                0.96711,                 1.7294,               0.002344,               0.002344,               0.002344
                    235,                0.59691,                0.67825,                 1.1247,                0.82693,                0.75443,                0.83538,                0.53329,                 1.3061,                0.97101,                 1.7316,               0.002311,               0.002311,               0.002311
                    236,                0.60073,                0.68294,                 1.1242,                0.82815,                0.75379,                0.83542,                0.53262,                  1.306,                0.97419,                 1.7323,               0.002278,               0.002278,               0.002278
                    237,                0.60979,                 0.6885,                 1.1308,                0.82906,                0.75124,                0.83514,                0.53235,                  1.306,                0.97752,                  1.733,               0.002245,               0.002245,               0.002245
                    238,                0.61345,                0.68837,                 1.1313,                0.82963,                0.74997,                0.83334,                0.53149,                 1.3066,                 0.9818,                 1.7339,               0.002212,               0.002212,               0.002212
                    239,                 0.6169,                0.69987,                 1.1389,                0.82928,                0.74965,                 0.8329,                0.53113,                 1.3075,                0.98428,                 1.7354,               0.002179,               0.002179,               0.002179
                    240,                 0.6286,                0.71025,                 1.1423,                0.82641,                0.74876,                0.83248,                0.53074,                 1.3075,                0.98813,                 1.7353,               0.002146,               0.002146,               0.002146
                    241,                 0.6326,                0.71691,                  1.145,                0.82667,                0.74806,                0.83166,                0.52998,                 1.3082,                0.99082,                 1.7363,               0.002113,               0.002113,               0.002113
                    242,                0.64348,                0.72331,                 1.1513,                 0.8268,                0.74999,                0.83087,                0.52994,                 1.3094,                0.99361,                  1.738,                0.00208,                0.00208,                0.00208
                    243,                0.64056,                  0.733,                 1.1514,                  0.829,                0.74933,                 0.8318,                 0.5295,                 1.3091,                0.99652,                 1.7374,               0.002047,               0.002047,               0.002047
                    244,                0.64273,                0.73669,                  1.153,                0.83056,                0.74869,                0.83259,                0.52924,                 1.3102,                0.99978,                 1.7386,               0.002014,               0.002014,               0.002014
                    245,                0.65421,                 0.7513,                 1.1633,                0.82819,                0.74837,                0.83235,                0.52946,                 1.3103,                 1.0021,                 1.7389,               0.001981,               0.001981,               0.001981
                    246,                0.65358,                0.74606,                  1.161,                0.82886,                0.74741,                0.83223,                0.52907,                  1.311,                 1.0037,                 1.7396,               0.001948,               0.001948,               0.001948
                    247,                0.66109,                0.74773,                 1.1637,                0.82837,                0.74615,                0.83204,                0.52818,                 1.3115,                 1.0053,                 1.7402,               0.001915,               0.001915,               0.001915
                    248,                0.66296,                0.75152,                 1.1638,                0.82789,                 0.7464,                0.83193,                0.52777,                 1.3121,                 1.0074,                 1.7404,               0.001882,               0.001882,               0.001882
                    249,                0.66663,                0.76145,                 1.1676,                0.82744,                 0.7455,                0.83131,                0.52838,                 1.3126,                 1.0074,                 1.7411,               0.001849,               0.001849,               0.001849
                    250,                0.66233,                0.75128,                 1.1643,                0.82477,                0.74614,                0.83146,                0.52865,                  1.313,                 1.0086,                 1.7411,               0.001816,               0.001816,               0.001816
                    251,                0.66479,                0.76312,                 1.1717,                0.82412,                0.74552,                0.83134,                0.52893,                 1.3129,                 1.0102,                 1.7407,               0.001783,               0.001783,               0.001783
                    252,                0.67103,                0.75898,                 1.1706,                0.82524,                0.74751,                0.83172,                 0.5294,                  1.313,                 1.0107,                 1.7405,                0.00175,                0.00175,                0.00175
                    253,                0.66457,                0.75949,                 1.1659,                0.82599,                0.74746,                0.83136,                0.52939,                 1.3131,                 1.0108,                 1.7409,               0.001717,               0.001717,               0.001717
                    254,                0.66569,                0.75846,                 1.1703,                0.83027,                0.74515,                0.83004,                0.52902,                 1.3134,                 1.0119,                 1.7408,               0.001684,               0.001684,               0.001684
                    255,                0.66529,                0.75919,                 1.1703,                 0.8279,                0.74616,                0.82975,                0.52908,                 1.3138,                 1.0134,                 1.7408,               0.001651,               0.001651,               0.001651
                    256,                 0.4574,                0.53064,                 1.0429,                0.82536,                0.74548,                0.82945,                 0.5289,                 1.3148,                 1.0174,                 1.7428,               0.001618,               0.001618,               0.001618
                    257,                0.49232,                0.55385,                 1.0578,                0.82559,                0.74553,                 0.8291,                0.52788,                 1.3152,                 1.0221,                 1.7447,               0.001585,               0.001585,               0.001585
                    258,                0.51001,                0.56432,                 1.0662,                0.82487,                0.74362,                0.82913,                0.52775,                 1.3163,                 1.0288,                 1.7473,               0.001552,               0.001552,               0.001552
                    259,                0.51276,                0.57687,                 1.0709,                0.82409,                 0.7432,                0.82816,                0.52769,                  1.317,                 1.0351,                 1.7499,               0.001519,               0.001519,               0.001519
                    260,                0.52733,                0.58728,                 1.0812,                0.82494,                0.74241,                0.82802,                0.52721,                 1.3168,                 1.0398,                 1.7514,               0.001486,               0.001486,               0.001486
                    261,                0.53129,                0.59191,                 1.0811,                0.82592,                 0.7402,                0.82707,                0.52621,                 1.3174,                 1.0465,                 1.7534,               0.001453,               0.001453,               0.001453
                    262,                0.53677,                0.59774,                 1.0834,                0.82986,                 0.7379,                0.82594,                0.52612,                 1.3174,                 1.0529,                 1.7549,                0.00142,                0.00142,                0.00142
                    263,                0.54398,                0.61505,                 1.0908,                0.83114,                0.73661,                0.82515,                0.52536,                 1.3181,                 1.0577,                  1.757,               0.001387,               0.001387,               0.001387
                    264,                 0.5466,                0.61691,                 1.0903,                 0.8327,                0.73396,                 0.8243,                0.52484,                 1.3185,                 1.0635,                 1.7588,               0.001354,               0.001354,               0.001354
                    265,                0.55836,                0.62378,                 1.0995,                0.83508,                0.73494,                0.82482,                  0.525,                 1.3187,                 1.0689,                 1.7596,               0.001321,               0.001321,               0.001321
                    266,                0.55917,                0.62557,                  1.098,                0.83481,                0.73179,                0.82374,                0.52449,                 1.3191,                 1.0734,                 1.7609,               0.001288,               0.001288,               0.001288
                    267,                 0.5623,                0.63482,                 1.1042,                0.83579,                 0.7309,                0.82336,                0.52447,                 1.3193,                 1.0766,                 1.7618,               0.001255,               0.001255,               0.001255
                    268,                0.57695,                0.64828,                 1.1096,                0.83502,                 0.7296,                0.82165,                0.52459,                 1.3198,                 1.0805,                 1.7632,               0.001222,               0.001222,               0.001222
                    269,                0.58092,                0.65438,                 1.1124,                0.83504,                0.72792,                0.82212,                0.52406,                 1.3208,                  1.084,                 1.7646,               0.001189,               0.001189,               0.001189
                    270,                 0.5908,                0.66192,                 1.1171,                0.83423,                0.72449,                0.82011,                0.52375,                 1.3212,                 1.0889,                 1.7653,               0.001156,               0.001156,               0.001156
                    271,                 0.5923,                0.66881,                 1.1208,                0.83211,                0.72258,                0.81894,                0.52292,                 1.3218,                 1.0935,                  1.766,               0.001123,               0.001123,               0.001123
                    272,                0.59426,                 0.6778,                 1.1231,                0.83058,                0.72249,                 0.8172,                0.52272,                 1.3222,                 1.0966,                 1.7669,                0.00109,                0.00109,                0.00109
                    273,                0.60633,                0.69157,                 1.1333,                0.83086,                0.72132,                 0.8173,                0.52208,                 1.3219,                 1.0988,                 1.7667,               0.001057,               0.001057,               0.001057
                    274,                0.60773,                0.68942,                 1.1323,                0.83066,                0.72323,                0.81763,                0.52283,                 1.3227,                 1.1008,                 1.7676,               0.001024,               0.001024,               0.001024
                    275,                0.61373,                0.69575,                 1.1339,                0.83158,                0.72322,                0.81636,                0.52206,                 1.3233,                 1.1037,                 1.7681,               0.000991,               0.000991,               0.000991
                    276,                 0.6206,                0.70024,                 1.1389,                0.83242,                0.72093,                0.81692,                0.52135,                 1.3236,                  1.106,                 1.7683,               0.000958,               0.000958,               0.000958
                    277,                0.42997,                0.49982,                 1.0287,                0.82988,                0.72004,                 0.8152,                0.52094,                 1.3245,                 1.1098,                 1.7703,               0.000925,               0.000925,               0.000925
                    278,                0.46231,                0.51831,                 1.0404,                0.83085,                0.71835,                0.81471,                0.52127,                  1.325,                 1.1159,                 1.7721,               0.000892,               0.000892,               0.000892
                    279,                0.47482,                0.52528,                 1.0467,                 0.8313,                0.71598,                0.81497,                0.52063,                 1.3247,                 1.1214,                 1.7733,               0.000859,               0.000859,               0.000859
                    280,                0.47866,                0.53608,                 1.0516,                0.83188,                0.71368,                0.81337,                0.52016,                 1.3254,                 1.1266,                 1.7759,               0.000826,               0.000826,               0.000826
                    281,                0.49189,                0.54696,                 1.0606,                0.83082,                 0.7122,                0.81211,                0.51991,                  1.326,                  1.133,                 1.7782,               0.000793,               0.000793,               0.000793
                    282,                0.49721,                0.55164,                 1.0615,                0.83537,                0.71275,                0.81272,                0.51927,                 1.3263,                 1.1397,                 1.7799,                0.00076,                0.00076,                0.00076
                    283,                0.49973,                0.55524,                  1.063,                0.83707,                 0.7113,                0.81201,                0.51876,                 1.3256,                 1.1447,                 1.7809,               0.000727,               0.000727,               0.000727
                    284,                0.50955,                0.57531,                 1.0714,                 0.8394,                0.70975,                0.81175,                0.51742,                 1.3259,                 1.1492,                 1.7825,               0.000694,               0.000694,               0.000694
                    285,                0.51296,                0.57583,                 1.0712,                0.83759,                0.70885,                0.81077,                0.51732,                 1.3265,                 1.1547,                 1.7845,               0.000661,               0.000661,               0.000661
                    286,                0.52476,                0.58487,                   1.08,                0.83743,                0.70703,                0.80864,                0.51627,                 1.3273,                 1.1602,                 1.7863,               0.000628,               0.000628,               0.000628
                    287,                0.52714,                0.58789,                 1.0793,                0.83758,                0.70474,                0.80906,                0.51648,                  1.327,                 1.1649,                 1.7871,               0.000595,               0.000595,               0.000595
                    288,                0.53075,                0.59695,                 1.0863,                 0.8404,                0.70344,                0.80755,                0.51627,                 1.3281,                 1.1695,                  1.789,               0.000562,               0.000562,               0.000562
                    289,                0.54485,                0.61075,                 1.0912,                0.83919,                0.70219,                0.80675,                0.51591,                 1.3286,                 1.1737,                 1.7907,               0.000529,               0.000529,               0.000529
                    290,                0.55171,                0.61878,                 1.0961,                0.84065,                0.70282,                0.80651,                0.51542,                 1.3293,                 1.1784,                 1.7917,               0.000496,               0.000496,               0.000496
                    291,                0.58667,                0.50188,                 1.1288,                0.83719,                0.70237,                 0.8056,                0.51484,                 1.3302,                 1.1813,                 1.7935,               0.000463,               0.000463,               0.000463
                    292,                0.56335,                0.46711,                 1.1086,                0.83337,                0.70228,                0.80511,                0.51497,                 1.3306,                  1.183,                 1.7941,                0.00043,                0.00043,                0.00043
                    293,                0.55562,                0.45818,                 1.0996,                0.83233,                0.70059,                0.80401,                0.51401,                 1.3307,                 1.1867,                 1.7939,               0.000397,               0.000397,               0.000397
                    294,                0.54575,                0.45153,                 1.0877,                0.83106,                0.70026,                  0.804,                 0.5139,                 1.3308,                 1.1881,                 1.7942,               0.000364,               0.000364,               0.000364
                    295,                0.53639,                0.44084,                 1.0833,                0.83148,                0.69883,                 0.8035,                0.51387,                 1.3307,                 1.1913,                 1.7943,               0.000331,               0.000331,               0.000331
                    296,                0.53639,                0.44079,                  1.085,                0.83194,                0.69946,                0.80316,                 0.5136,                 1.3307,                 1.1926,                 1.7942,               0.000298,               0.000298,               0.000298
                    297,                 0.5358,                0.43818,                 1.0815,                0.83202,                0.69856,                0.80255,                0.51319,                 1.3299,                 1.1947,                 1.7934,               0.000265,               0.000265,               0.000265
                    298,                0.52859,                 0.4371,                 1.0781,                0.83202,                0.69835,                0.80162,                  0.513,                 1.3301,                  1.196,                 1.7938,               0.000232,               0.000232,               0.000232
                    299,                 0.5245,                0.42957,                 1.0737,                0.83154,                0.69899,                0.80085,                0.51251,                 1.3303,                 1.1972,                 1.7945,               0.000199,               0.000199,               0.000199
                    300,                   0.52,                0.42774,                 1.0693,                0.83039,                0.69806,                0.80046,                0.51222,                 1.3303,                 1.1988,                 1.7946,               0.000166,               0.000166,               0.000166
